BRAND-NAME,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Jade T443 CO 14648,88.15,0.37,88.15,0,,,,,,,,,,,,,,,,,,88.15,,88.15,,,,,,88.15,,,,,,,,,,,,,,,,,,,,,
Kaveh T91 TD 14646,90.31,0.63,90.31,0,,,,,,,,,,,,,,,,,,90.31,,90.31,,,,,,90.31,,,,,,,,,,,,,,,,,,,,,
Mundite T23 FL 14658,0.16,22.82,0.16,0.02,,,,,,,,,,,,,,,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
Mundite T23 FL 14659,0.16,22.82,0.16,0.02,,,,,,,,,,,,,,,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
Mundite T23 FL 14660,0.16,22.82,0.16,0.02,,,,,,,,,,,,,,,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
Sapphire T26 FL 14661,0.26,25.64,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Sapphire T26 GR 14662,0.26,25.64,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Sapphire T26 PR 14663,0.26,25.64,0.26,0.05,,,,,,,,,,,,,,,,,,0.26,,0.26,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,
Sarist T92 PD 14671,91.16,0.69,91.16,0,,,,,,,,,,,,,,,,,,91.16,,91.16,,,,,,91.16,,,,,,,,,,,,,,,,,,,,,
Sarist T92 TD 14644,91.16,0.69,91.16,0,,,,,,,,,,,,,,,,,,91.16,,91.16,,,,,,91.16,,,,,,,,,,,,,,,,,,,,,
Silver T28 FL 14654,0.19,27.51,0.19,0.04,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Silver T28 GR 14655,0.19,27.51,0.19,0.04,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Silver T28 PR 14656,0.19,27.51,0.19,0.04,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,,,,0.19,,0.19,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,
Skitavex BD T92 I 14316,3.4,88.22,3.4,0.2,0,0,1.02,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,3.4,0,3.4,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22
Spritzaven Flower 2G T31 H 14321,0.34,31.15,0.34,0.05,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,
Spritzaven Flower SC T31 H 14322,0.34,31.15,0.34,0.05,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,,,,0.34,,0.34,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,
Tartaden Flower SC T30 H 14318,0.2,29.96,0.2,0.03,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Tartaden Flower T30 H 14317,0.2,29.96,0.2,0.03,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,,,,0.2,,0.2,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,
Teal T29 FL 14665,0.17,29.04,0.17,0.04,,,,,,,,,,,,,,,,,,0.17,,0.17,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,
Teal T29 FL 14666,0.17,29.04,0.17,0.04,,,,,,,,,,,,,,,,,,0.17,,0.17,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,
Teal T29 FL 14667,0.17,29.04,0.17,0.04,,,,,,,,,,,,,,,,,,0.17,,0.17,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,
Teal T29 GR 14669,0.17,29.04,0.17,0.04,,,,,,,,,,,,,,,,,,0.17,,0.17,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,
Teal T29 PR 14670,0.17,29.04,0.17,0.04,,,,,,,,,,,,,,,,,,0.17,,0.17,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,
Yellow T23 FL 14657,0.22,23.21,0.22,0.03,,,,,,,,,,,,,,,,,,0.22,,0.22,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,
Hybridol NO T31 14480,0.43,30.22,0.43,0.05,,,,,,,,,,,,,,,,,,0.43,,0.43,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,
Hybridol NO T31 Pre Rolls 14481,0.43,30.22,0.43,0.05,,,,,,,,,,,,,,,,,,0.43,,0.43,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,
Hybridol Q T27 14478,0.64,26.57,0.64,0.05,0.04,0.08,0.3,0.07,0.29,0,0.12,0.09,0.02,1.34,0,0,0,0,0.01,0,0,0.64,0,0.64,0,0,0,0,0.01,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1.25
Hybridol Q T27 3 Pack Minis 14479,0.64,26.57,0.64,0.05,0.04,0.08,0.3,0.07,0.29,0,0.12,0.09,0.02,1.34,0,0,0,0,0.01,0,0,0.64,0,0.64,0,0,0,0,0.01,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1.25
Hybridol T T29 14476,1.23,27.68,1.23,0.07,0.04,0.17,0.41,0.07,0.22,0,0.22,0.11,0.02,1.21,0,0,0,0,0.04,0,0,1.23,0,1.23,0,0,0,0,0.01,1.23,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02
ZainavirPure T350C1 7528,76,0.16,76,0.1,0.1,1.12,0.7,0.1,1.18,0.1,0.18,0.14,2.97,0.1,0.1,1.6,2.36,0.56,,,,76,,76,,,,,,76,,,,,,,,,,,,,,,,,,,,,
Hybridol T T29 Second Cut 14477,1.23,27.68,1.23,0.07,0.04,0.17,0.41,0.07,0.22,0,0.22,0.11,0.02,1.21,0,0,0,0,0.04,0,0,1.23,0,1.23,0,0,0,0,0.01,1.23,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02
Hybridol THCA Oral Solution 14466,2.94,0.2,2.94,0,,,,,,,,,,,,,,,,,,2.94,,2.94,,,,,,2.94,,,,,,,,,,,,,,,,,,,,,
Indicol 5:1 THC:CBN Tablets 14465,3.04,0,3.04,0,,,,,,,,,,,,,,,,,,3.04,,3.04,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,
Indicol YZ T19 14472,0.83,18.63,0.83,0.04,,,,,,,,,,,,,,,,,,0.83,,0.83,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,
Indicol YZ T19 3 Pack Minis 14473,0.83,18.63,0.83,0.04,,,,,,,,,,,,,,,,,,0.83,,0.83,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,
Rariden TSG T91 I 14323,4.52,86.96,4.52,0.1,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,4.52,0,4.52,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19
Sativarin LM T27 14474,0.62,26.6,0.62,0.19,,,,,,,,,,,,,,,,,,0.62,,0.62,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,
Sativarin LM T27 Pre Rolls 14475,0.62,26.6,0.62,0.19,,,,,,,,,,,,,,,,,,0.62,,0.62,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,
Capella T28 FL 14613,0.25,27.69,0.25,0.03,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Capella T28 FL 14614,0.25,27.69,0.25,0.03,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Capella T28 GR 14615,0.25,27.69,0.25,0.03,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Capella T28 PR 14616,0.25,27.69,0.25,0.03,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
ZainavirPure T350C2 8056,46.3,19.1,46.3,0.28,0.11,1.63,0.33,0.1,0.67,0.29,0.2,0.12,2.16,1.9,0.1,1.04,0.71,0.33,,,,46.3,,46.3,,,,,,46.3,,,,,,,,,,,,,,,,,,,,,
Cannabidiol I 1:1 Coconut Oil NDC: 13373,0.11,0.1,0.11,0.1,,,,,,,,,,,,,,,,,,0.11,,0.11,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,
Cannabidiol I 1:1 Honey NDC: 13374,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Citron T29 PM 14680,0,28.5,0,0.1,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Hybridol T T29 Select Grind 14482,1.23,27.68,1.23,0.07,0.04,0.17,0.41,0.07,0.22,0,0.22,0.11,0.02,1.21,0,0,0,0,0.04,0,0,1.23,0,1.23,0,0,0,0,0.01,1.23,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02
Indicore Brownie 14470,0.05,0,0.05,0,,,,,,,,,,,,,,,,,,0.05,,0.05,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,
Indicore Brownie NDC: 12113,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Indicore Brownies Multi Pack 14471,0.05,0,0.05,0,,,,,,,,,,,,,,,,,,0.05,,0.05,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,
Indicore Brownies Multi Pack NDC: 12114,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Indicore Caramel Macchiato Blondie NDC: 12283,0.39,0.1,0.39,0.1,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Indicore Chocolate Chip Cookie NDC: 12136,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Indicore Chocolate Chip Cookies Multi Pack NDC: 12137,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
ZainavirPure T630C4 8057,46.3,19.1,46.3,0.28,0.11,1.63,0.33,0.1,0.67,0.29,0.2,0.12,2.16,1.9,0.1,1.04,0.71,0.33,,,,46.3,,46.3,,,,,,46.3,,,,,,,,,,,,,,,,,,,,,
Indicore Honey NDC: 12115,0.13,0.1,0.13,0.1,,,,,,,,,,,,,,,,,,0.13,,0.13,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,
Indicore Malted Chocolate Cookie NDC: 12111,0.49,0.1,0.49,0.1,,,,,,,,,,,,,,,,,,0.49,,0.49,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,
Indicore Peppermint Mocha Brownie Multi Pack NDC: 12284,0.16,0.1,0.16,0.1,,,,,,,,,,,,,,,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
Indicore Pumpkin Snickerdoodle Cookie NDC: 12223,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Indicore Salted Chocolate Chip Cookie 14468,0.08,0,0.08,0,,,,,,,,,,,,,,,,,,0.08,,0.08,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,
Indicore Salted Chocolate Chip Cookies Multi Pack 14469,0.08,0,0.08,0,,,,,,,,,,,,,,,,,,0.08,,0.08,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,
Indicore White Chocolate Cranberry Shortbread Multi Pack NDC: 12286,0.16,0.1,0.16,0.1,,,,,,,,,,,,,,,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
Mundite T89 PD 14678,88.2,1.07,88.2,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,,,,88.2,,88.2,,,,,,88.2,,,,,,,,,,,,,,,,,,,,,
Sativum Blueberry Coconut Sugar Cookie NDC: 13234,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Sativum Blueberry Coconut Sugar Cookies Multi Pack NDC: 13235,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Sativum French Toast Cookie NDC: 13233,0.18,0.1,0.18,0.01,,,,,,,,,,,,,,,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Sativum Honey NDC: 12298,0.12,0.1,0.12,0.1,,,,,,,,,,,,,,,,,,0.12,,0.12,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
ZainavirPure T753C3 7530,76,0.16,76,0.1,0.1,1.12,0.7,0.1,1.18,0.1,0.18,0.14,2.97,0.1,0.1,1.6,2.36,0.56,,,,76,,76,,,,,,76,,,,,,,,,,,,,,,,,,,,,
Sativum Peanut Butter Chip Cookie NDC: 13237,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Sativum Rainbow Sprinkle Cookie NDC: 13236,0.35,0.1,0.35,0.1,,,,,,,,,,,,,,,,,,0.35,,0.35,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,
Sativum Red Velvet Brownie NDC: 13231,0,0,0,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sativum Red Velvet Brownies Multi Pack NDC: 13232,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Squeeze THC Drops 14679,0.45,0,0.45,0,,,,,,,,,,,,,,,,,,0.45,,0.45,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,
Tucana T91 TD 14677,89.6,1.1,89.6,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,,,,89.6,,89.6,,,,,,89.6,,,,,,,,,,,,,,,,,,,,,
Indicore Gingerbread Cream Pie NDC: 12116,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Zerzica T20 5556,0.46,19.8,0.46,0.1,,,,,,,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,
Zerzica T20 PR 5557,0.46,19.8,0.46,0.1,,,,,,,,,,,,,,,,,,0.46,,0.46,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,
Zerzica T22 4991,0.52,21.7,0.52,0.1,,,,,,,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,
Zerzica T22 4992,0.52,21.7,0.52,0.1,,,,,,,,,,,,,,,,,,0.52,,0.52,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,
Auburn T29 FL 14685,0.18,28.43,0.18,0.03,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Auburn T29 GR 14686,0.18,28.43,0.18,0.03,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Auburn T29 PR 14687,0.18,28.43,0.18,0.03,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Black T24 FL 14681,0.29,24.13,0.29,0.04,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Black T24 FL 14682,0.29,24.13,0.29,0.04,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Black T24 GR 14683,0.29,24.13,0.29,0.04,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Black T24 PR 14684,0.29,24.13,0.29,0.04,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Zerzica T83 CR 7042,10.7,72.3,10.7,0.19,0.1,0.1,0.8,0.1,0.1,0.1,0.32,0.25,0.35,1.93,0.1,0.21,0.1,0.45,,,,10.7,,10.7,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,
Zerzica T85 BD 6116,7.77,77.7,7.77,0.2,0.1,0.1,0.64,0.1,0.1,0.1,0.4,0.22,0.55,1.53,0.1,0.22,0.1,0.24,,,,7.77,,7.77,,,,,,7.77,,,,,,,,,,,,,,,,,,,,,
Hybridol LM T31 14494,0.45,30.26,0.45,0.04,0.06,0.29,0.14,0.1,0.4,0,0.22,0.04,0.01,1.07,0,0,0,0,0.02,0,0,0.45,0,0.45,0,0,0,0,0.02,0.45,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
Hybridol LM T31 14495,0.45,30.26,0.45,0.04,0.06,0.29,0.14,0.1,0.4,0,0.22,0.04,0.01,1.07,0,0,0,0,0.02,0,0,0.45,0,0.45,0,0,0,0,0.02,0.45,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
Hybridol LM T31 3 Pack Minis 14496,0.45,30.26,0.45,0.04,0.06,0.29,0.14,0.1,0.4,0,0.22,0.04,0.01,1.07,0,0,0,0,0.02,0,0,0.45,0,0.45,0,0,0,0,0.02,0.45,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
Hybridol LM T31 Select Grind 14484,0.45,30.26,0.45,0.04,0.06,0.29,0.14,0,0.4,0,0.22,0.04,0.01,1.07,0,0,0,0,0.02,0,0,0.45,0,0.45,0,0,0,0,0.02,0.45,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
Indicol 5:1 THC:CBN Micro Tablets 14483,1.7,0,1.7,0,,,,,,,,,,,,,,,,,,1.7,,1.7,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,
Indicol C T33 14491,0.56,32.32,0.56,0.05,0.05,0.39,0.52,0.09,0.42,0,0.33,0.13,0.02,1.14,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0,0,0.01,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.3
Indicol C T33 14492,0.56,32.32,0.56,0.05,0.05,0.39,0.52,0.09,0.42,0,0.33,0.13,0.02,1.14,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0,0,0.01,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.3
Indicol C T33 Second Cut 14493,0.56,32.32,0.56,0.05,0.05,0.39,0.52,0.09,0.42,0,0.33,0.13,0.02,1.14,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0,0,0.01,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.3
Indicol X T29 14488,0.84,28.08,0.84,0.06,,,,,,,,,,,,,,,,,,0.84,,0.84,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,
Indicol X T29 14489,0.84,28.08,0.84,0.06,,,,,,,,,,,,,,,,,,0.84,,0.84,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,
Indicol X T29 Second Cut 14490,0.84,28.08,0.84,0.06,,,,,,,,,,,,,,,,,,0.84,,0.84,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,
Indicol X T29 Select Grind 14485,0.84,28.08,0.84,0.06,,,,,,,,,,,,,,,,,,0.84,,0.84,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,
Indicol YZ T18 14486,0.59,17.86,0.59,0.03,,,,,,,,,,,,,,,,,,0.59,,0.59,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,
Indicol YZ T18 3 Pack Minis 14487,0.59,17.86,0.59,0.03,,,,,,,,,,,,,,,,,,0.59,,0.59,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,
Jade C244 T232 Slim 14693,46.1,0.34,46.1,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,,,,46.1,,46.1,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,
Pastel T29 FL 14688,0.18,28.9,0.18,0.05,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Pastel T29 FL 14689,0.18,28.9,0.18,0.05,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Pastel T29 FL 14690,0.18,28.9,0.18,0.05,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Pastel T29 GR 14691,0.18,28.9,0.18,0.05,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Pastel T29 PR 14692,0.18,28.9,0.18,0.05,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Zerzica T882 7065,3.09,0.1,3.09,0.1,,,,,,,,,,,,,,,,,,3.09,,3.09,,,,,,3.09,,,,,,,,,,,,,,,,,,,,,
ZerzicaPure T200C1 6659,74.4,0.76,74.4,0.13,0.24,0.1,1.52,0.1,0.44,0.1,1.13,0.74,0.96,0.21,0.1,1.03,1.73,3.07,,,,74.4,,74.4,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,
ZerzicaPure T350C2 6660,74.4,0.76,74.4,0.13,0.24,0.1,1.52,0.1,0.44,0.1,1.13,0.74,0.96,0.21,0.1,1.03,1.73,3.07,,,,74.4,,74.4,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,
ZonbriPure T228C1 6157,75.6,0.39,75.6,0.1,0.47,0.15,1.08,0.14,0.96,0.1,1.49,0.49,1.59,0.54,0.1,1.38,0.68,0.85,,,,75.6,,75.6,,,,,,75.6,,,,,,,,,,,,,,,,,,,,,
ZonbriPure T350C1 6179,75.6,0.39,75.6,0.1,0.47,0.15,1.08,0.14,0.96,0.1,1.49,0.49,1.59,0.54,0.1,1.38,0.68,0.85,,,,75.6,,75.6,,,,,,75.6,,,,,,,,,,,,,,,,,,,,,
ZonbriPure T380C1 6158,75.6,0.39,75.6,0.1,0.47,0.15,1.08,0.14,0.96,0.1,1.49,0.49,1.59,0.54,0.1,1.38,0.68,0.85,,,,75.6,,75.6,,,,,,75.6,,,,,,,,,,,,,,,,,,,,,
Sativarin LM T94 CR 14497,11.08,82.54,11.08,0.33,0.01,0.02,0.27,0,0.06,0,0,0.12,0.03,1.17,0,0,0,0,0.02,0,0,11.08,0,11.08,0,0,0,0,0,11.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1.04
Calavec Pre-Rolls T36 I 14265,0.28,35.45,0.28,0.13,,,,,,,,,,,,,,,,,,0.28,,0.28,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,
SATIVUM LEMON POPPY SHORTBREAD MULTI PACK 14467,0.15,0,0.15,0,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Agriovex Pure Vape T421 I 14343,81.82,2.43,81.82,0.42,,,,,,,,,,,,,,,,,,81.82,,81.82,,,,,,81.82,,,,,,,,,,,,,,,,,,,,,
ZonbriPure T759C2 6159,75.6,0.39,75.6,0.1,0.47,0.15,1.08,0.14,0.96,0.1,1.49,0.49,1.59,0.54,0.1,1.38,0.68,0.85,,,,75.6,,75.6,,,,,,75.6,,,,,,,,,,,,,,,,,,,,,
Zonbrid T27 7094,0.15,27.2,0.15,0.1,,,,,,,,,,,,,,,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Astredex Pure Vape T430 I 14348,83.54,2.47,83.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.54,0,83.54,0,0,0,0,0,83.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95
Bayavec 1G RO Pure Vape T818 H 14349,81.15,0.63,81.15,0.07,0,0,1.35,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,81.15,0,81.15,0,0,0,0,0,81.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33
Calavec Pure Vape T439 I 14347,85.78,2.03,85.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.78,0,85.78,0,0,0,0,0,85.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02
Citron T30 PRM 14719,0.21,30.18,0.21,0.13,,,,,,,,,,,,,,,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Cobbladex RE T91 I 14337,4.22,86.45,4.22,0.15,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,4.22,0,4.22,0,0,0,0,0,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72
Indicol FG T34 14514,1.34,32.52,1.34,0.05,0.04,0.51,0.5,0.08,0.4,0,0.39,0.14,0.01,1.42,0,0,0,0,0.01,0,0,1.34,0,1.34,0,0,0,0,0.01,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1.2
Indicol FG T34 Pre Rolls 14515,1.34,32.52,1.34,1.42,0.04,0.51,0.5,0.08,0.4,0,0.39,0.14,0.01,1.42,0,0,0,0,0.01,0,0,1.34,0,1.34,0,0,0,0,0.04,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1.2
