BRAND-NAME,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
Purpalex Pure Vape T427 I 13422,84.49,1,84.49,0.15,0,0,1.41,0,0,0,1.15,0,0,0,0,0,0,0,,,,84.49,,84.49,,,,,,84.49,,,,,,,,,,,,,,,,,,,,,
Purpalex RSO Syringe T728 I 11456,54.12,18.64,54.12,0,0,0,1.15,0,0,0,5.46,0,0,0,0,0,0,0,,,,54.12,,54.12,,,,,,54.12,,,,,,,,,,,,,,,,,,,,,
Purpalex RSO Syringe T763 I 9601,64.65,11.66,64.65,0,0,0,1.85,0,0,0,1.39,0,0,1.11,0,1.08,0,0,,,,64.65,,64.65,,,,,,64.65,,,,,,,,,,,,,,,,,,,,,
Purpalex Shorties T31 I 12505,0.37,30.81,0.37,0,0,0,0,0,0,0,1.25,0,0,1.23,0,0,0,0,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purpalex Shorties T31 I 12726,0.37,30.81,0.37,0,0,0,0,0,0,0,1.25,0,0,1.23,0,0,0,0,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purpalex Shorties T33 I 11491,0.1,32.66,0.1,0.04,0,0,0,0,0,0,1,0,0,2.22,0,0,0,0,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,
Purpalex TS T89 I 10133,15.58,72.92,15.58,0,0,0,1.39,0,0,0,0,0,0,2.86,0,0,0,0,,,,15.58,,15.58,,,,,,15.58,,,,,,,,,,,,,,,,,,,,,
Purpalex TS T92 I 8371,13.76,78.67,13.76,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,,,,13.76,,13.76,,,,,,13.76,,,,,,,,,,,,,,,,,,,,,
Purple C192 T213 Slim 11701,42.57,0,42.57,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,,,,42.57,,42.57,,,,,,42.57,,,,,,,,,,,,,,,,,,,,,
Purple C211 T206 Slim 11611,41.28,0,41.28,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,,,,41.28,,41.28,,,,,,41.28,,,,,,,,,,,,,,,,,,,,,
Purple C224 T224 Slim 13768,44.75,0,44.75,0,0,0,1.49,0,0,0,0,1.29,1.77,0,0,1.33,0,0,0,0,0,44.75,0,44.75,0,0,0,0,0,44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07
Purple C231 T243 Slim 12668,48.56,0,48.56,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.56,0,48.56,0,0,0,0,0,48.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
Purple C358 T92 Slim 10944,18.48,0,18.48,0.08,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,,,,18.48,,18.48,,,,,,18.48,,,,,,,,,,,,,,,,,,,,,
Purple C400 T69 CBD 9472,13.7,0,13.7,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,,,,13.7,,13.7,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,
Purple C403 T78 Slim 9784,15.57,0,15.57,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,,,,15.57,,15.57,,,,,,15.57,,,,,,,,,,,,,,,,,,,,,
Purple CBD C45 T45 TD 8524,44.9,0.1,44.9,0.1,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,,,,44.9,,44.9,,,,,,44.9,,,,,,,,,,,,,,,,,,,,,
Purple CBD C45 T45 TD 8589,45.15,0,45.15,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,,,,45.15,,45.15,,,,,,45.15,,,,,,,,,,,,,,,,,,,,,
Purple CBD C46 T47 TD 9750,46.58,0,46.58,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,,,,46.58,,46.58,,,,,,46.58,,,,,,,,,,,,,,,,,,,,,
Purple CBD Pure Oil W,28.03,0,28.03,0,0,0,5.4,0,1.32,0,0,1.19,0,0,0,0,0,0,,,,28.03,,28.03,,,,,,28.03,,,,,,,,,,,,,,,,,,,,,
Purple Oil A,17.4,4.9,17.4,0.1,0.1,0.1,1.3,0.1,0.1,0.1,0.4,0.5,0.4,0.3,,0.2,0.1,,,,,17.4,,17.4,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,
Purple Oil C,10.6,14.9,10.6,0.1,0.1,0.1,1.2,0.1,0.1,0.1,0.3,0.5,0.3,0.6,,0.1,0.1,,,,,10.6,,10.6,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,
Purple Oil E,11,15.2,11,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,0.4,0.3,0.6,,0.1,0.1,,,,,11,,11,,,,,,11,,,,,,,,,,,,,,,,,,,,,
Purple Oil F,6.4,17.1,6.4,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.2,0.4,0.2,0.6,,0.1,0.1,,,,,6.4,,6.4,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,
Purple Oil I,9.9,14.5,9.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.8,,0.1,0.1,,,,,9.9,,9.9,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,
Purple Oil K,15.6,7.2,15.6,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.2,0.4,0.4,0.3,,0.2,0.2,,,,,15.6,,15.6,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,
Purple Oil M,11.2,10.6,11.2,0.1,0.1,0.1,1.1,0.1,0.1,0.1,0.2,0.5,0.3,0.5,,0.2,0.1,,,,,11.2,,11.2,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,
Purple Oil O,21.3,0.4,21.3,0.1,0.1,0.1,1.2,0.1,0.1,0.1,0.2,0.5,0.5,0.2,,0.3,0.2,,,,,21.3,,21.3,,,,,,21.3,,,,,,,,,,,,,,,,,,,,,
Purple Oil P,11.2,0.1,11.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,,0.1,0.1,,,,,11.2,,11.2,,,,,,11.2,,,,,,,,,,,,,,,,,,,,,
Purple PURE Oil B,52.6,14.8,52.6,0.1,0.1,0.1,3.8,0.1,0.4,0.1,1.1,1.5,1.2,0.9,,0.6,0.3,,,,,52.6,,52.6,,,,,,52.6,,,,,,,,,,,,,,,,,,,,,
Purple PURE Oil D,23.4,41.4,23.4,0.1,0.1,0.3,3.4,0.1,0.5,0.1,0.7,1.4,0.6,1.5,,0.3,0.2,,,,,23.4,,23.4,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,
Purple PURE Oil G,20.4,39.6,20.4,0.2,0.1,0.1,2.2,0.1,0.1,0.1,0.5,0.9,0.4,1.3,,0.4,0.1,,,,,20.4,,20.4,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,
Purple PURE Oil H,18,40.2,18,0.2,0.1,0.1,2.5,0.1,0.3,0.1,0.5,1,0.5,1.7,,0.3,0.1,,,,,18,,18,,,,,,18,,,,,,,,,,,,,,,,,,,,,
Purple PURE Oil J,28.1,28.8,28.1,0.2,0.1,0.3,6.3,0.1,0.7,0.1,1.2,2.6,0.7,1.3,,0.4,0.1,,,,,28.1,,28.1,,,,,,28.1,,,,,,,,,,,,,,,,,,,,,
Purple PURE Oil L,37.4,39,37.4,0.1,0.1,0.2,3.3,0.1,0.4,0.1,0.6,1.4,0.9,1.6,,0.6,0.3,,,,,37.4,,37.4,,,,,,37.4,,,,,,,,,,,,,,,,,,,,,
Purple PURE Oil N,23.1,40.8,23.1,0.2,0.1,0.2,2.6,0.1,0.5,0.1,0.5,1,0.6,1.6,,0.5,0.3,,,,,23.1,,23.1,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,
Purple Pure Oil A1,79.33,0,79.33,0,0,0,0,0,0,0,1.23,1.68,1.52,0,0,1.3,0,0,,,,79.33,,79.33,,,,,,79.33,,,,,,,,,,,,,,,,,,,,,
Purple Pure Oil Q,67.7,0.1,67.7,0.1,0.1,0.1,1.7,0.1,0.3,0.1,0.3,0.8,0.6,0.1,,0.1,1.5,,,,,67.7,,67.7,,,,,,67.7,,,,,,,,,,,,,,,,,,,,,
Purple Pure Oil R,69.2,1.58,69.2,0.1,0.1,0.45,2.95,0.1,1.09,0.1,0.19,1.01,1,0.21,,0.64,0.35,,0.14,,,69.2,,69.2,,,,,,69.2,,,,,,,,,,,,,0.17,,,,,,,,
Purple Pure Oil S,66.6,4.11,66.6,0.1,0,0,2.93,0,0.99,0,0,0.97,0.88,0,0,0.67,0,0,,,,66.6,,66.6,,,,,,66.6,,,,,,,,,,,,,,,,,,,,,
Purple Pure Oil T,71.4,5.33,71.4,0.1,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,,,,71.4,,71.4,,,,,,71.4,,,,,,,,,,,,,,,,,,,,,
Purple Pure Oil U,70.8,4.35,70.8,0.1,0,0,3.14,0,1.12,0,0,0,2.53,1.39,0,0,0,0,,,,70.8,,70.8,,,,,,70.8,,,,,,,,,,,,,,,,,,,,,
Purple Pure Oil V,66.4,6.65,66.4,0.19,0,0,3.66,0,1.09,0,0,1.06,1.43,0,0,0,0,0,,,,66.4,,66.4,,,,,,66.4,,,,,,,,,,,,,,,,,,,,,
Purple Pure Oil X,77.39,0,77.39,0,0.11,0.24,4.18,0.16,1.04,0,0,0.9,1.2,0,0,1.31,0,0,0.56,,,77.39,,77.39,,,,,,77.39,,,,,0.31,,,,,,,0.48,,,,,,,0.2,,0.26
Purple Pure Oil Y,66.41,4.63,66.41,0,0,0,4.31,0,0,0,0,1.09,0,0,0,0,0,0,,,,66.41,,66.41,,,,,,66.41,,,,,,,,,,,,,,,,,,,,,
Purple Pure Oil Z,79.48,0,79.48,0,0,0,3.64,0,0,0,1.17,0,1.19,0,0,0,0,0,,,,79.48,,79.48,,,,,,79.48,,,,,,,,,,,,,,,,,,,,,
Purple T19 H 2402,0.3,19,0.3,0.1,0.1,0.1,0.6,0.1,0.2,0.1,0.2,0.2,0.1,1.3,,0.1,0.1,,,,,0.3,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,
Purple T20 H 5117,35.00%,1920.00%,35.00%,10.00%,0.1,0.13,0.61,0.1,0.19,0.1,0.14,0.23,0.1,0.49,,0.1,0.1,,,,,35.00%,,35.00%,,,,,,35.00%,,,,,,,,,,,,,,,,,,,,,
Purple T20 H 5118,35.00%,1920.00%,35.00%,10.00%,0.1,0.13,0.61,0.1,0.19,0.1,0.14,0.23,0.1,0.49,,0.1,0.1,,,,,35.00%,,35.00%,,,,,,35.00%,,,,,,,,,,,,,,,,,,,,,
Purple T20 H 5119,35.00%,1920.00%,35.00%,10.00%,0.1,0.13,0.61,0.1,0.19,0.1,0.14,0.23,0.1,0.49,,0.1,0.1,,,,,35.00%,,35.00%,,,,,,35.00%,,,,,,,,,,,,,,,,,,,,,
Purple T20 H 5120,35.00%,1920.00%,35.00%,10.00%,0.1,0.13,0.61,0.1,0.19,0.1,0.14,0.23,0.1,0.49,,0.1,0.1,,,,,35.00%,,35.00%,,,,,,35.00%,,,,,,,,,,,,,,,,,,,,,
Purple T20 H 5147,0.37,19.8,0.37,0.1,0.1,0.1,0.68,0.1,0.13,0.1,0.1,0.24,0.1,0.46,,0.1,0.1,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T20 H 5148,0.37,19.8,0.37,0.1,0.1,0.1,0.68,0.1,0.13,0.1,0.1,0.24,0.1,0.46,,0.1,0.1,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T20 H 5149,0.37,19.8,0.37,0.1,0.1,0.1,0.68,0.1,0.13,0.1,0.1,0.24,0.1,0.46,,0.1,0.1,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T21 FL 11182,0.21,20.88,0.21,0.02,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Purple T21 FL 11183,0.21,20.88,0.21,0.02,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,,,,0.21,,0.21,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,
Purple T21 FL 11840,0.18,20.82,0.18,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Purple T21 FL 11841,0.18,20.82,0.18,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,,,,0.18,,0.18,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,
Purple T21 FL 9715,0.37,20.78,0.37,0,0,0,1.19,0,0,0,0,0,0,1.07,0,0,0,0,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T21 FL 9718,0.37,20.78,0.37,0,0,0,1.19,0,0,0,0,0,0,1.07,0,0,0,0,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T21 GR 9716,0.37,20.78,0.37,0,0,0,1.19,0,0,0,0,0,0,1.07,0,0,0,0,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 2416,0.5,20.4,0.5,0.1,0.1,0.1,0.7,0.1,0.1,0.1,0.2,0.3,0.1,0.7,,0.1,0.1,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 4819,0.37,20.9,0.37,0.1,0.1,0.1,0.74,0.1,0.22,0.1,0.1,0.24,0.1,0.53,,0.1,0.1,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 4820,0.37,20.9,0.37,0.1,0.1,0.1,0.74,0.1,0.22,0.1,0.1,0.24,0.1,0.53,,0.1,0.1,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 4850,0.44,20.6,0.44,0.1,0.1,0.1,0.65,0.1,0.11,0.1,0.12,0.23,0.1,0.54,,0.1,0.1,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 4851,0.44,20.6,0.44,0.1,0.1,0.1,0.65,0.1,0.11,0.1,0.12,0.23,0.1,0.54,,0.1,0.1,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 5682,0.4,20.57,0.4,0,,,,,,,,,,,,,,,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 5683,0.4,20.57,0.4,0,,,,,,,,,,,,,,,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 5684,0.4,20.57,0.4,0,,,,,,,,,,,,,,,,,,0.4,,0.4,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 9460,0.39,20.47,0.39,0,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Purple T21 H 9461,0.39,20.47,0.39,0,,,,,,,,,,,,,,,,,,0.39,,0.39,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,
Purple T21 PR 9717,0.37,20.78,0.37,0,0,0,1.19,0,0,0,0,0,0,1.07,0,0,0,0,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 10578,0.63,21.04,0.63,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,,,,0.63,,0.63,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 10966,0.25,22.01,0.25,0.02,0,0,2.06,0,0,0,0,0,0,1.19,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 11624,0.23,21.44,0.23,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,,,,0.23,,0.23,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 11625,0.23,21.44,0.23,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,,,,0.23,,0.23,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 11626,0.23,21.44,0.23,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,,,,0.23,,0.23,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 11660,0.23,21.44,0.23,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,,,,0.23,,0.23,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 11681,0.24,21.46,0.24,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,,,,0.24,,0.24,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 11682,0.24,21.46,0.24,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,,,,0.24,,0.24,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 11683,0.24,21.46,0.24,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,,,,0.24,,0.24,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 12649,0.29,22.2,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 12650,0.29,22.2,0.29,0,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 12836,0.37,22,0.37,0,,,,,,,,,,,,,,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T22 FL 9798,0.15,21.43,0.15,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Purple T22 GR 10579,0.63,21.04,0.63,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,,,,0.63,,0.63,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,
Purple T22 GR 10967,0.25,22.01,0.25,0.02,0,0,2.06,0,0,0,0,0,0,1.19,0,0,0,0,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Purple T22 GR 9799,0.15,21.43,0.15,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 3818,0.94,21.1,0.94,---,,0.2,1.92,0.19,0.2,,,0.1,,0.42,,,,,,,,0.94,,0.94,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 4560,0.33,22.1,0.33,0.1,0.1,0.16,0.76,0.1,0.33,0.1,0.19,0.27,0.1,0.7,,0.1,0.1,,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 4561,0.33,22.1,0.33,0.1,0.1,0.16,0.76,0.1,0.33,0.1,0.19,0.27,0.1,0.7,,0.1,0.1,,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 4562,0.33,22.1,0.33,0.1,0.1,0.16,0.1,0.76,0.33,0.1,0.19,0.27,0.1,0.7,,0.1,0.1,,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 4589,0.41,21.6,0.41,0.1,0.1,0.14,0.7,0.1,0.27,0.1,0.17,0.5,0.1,0.67,,0.1,0.1,,,,,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 4590,0.41,21.6,0.41,0.1,0.1,0.14,0.7,0.1,0.27,0.1,0.17,0.5,0.1,0.67,,0.1,0.1,,,,,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 4591,0.41,21.6,0.41,0.1,0.1,0.14,0.7,0.1,0.27,0.1,0.17,0.5,0.1,0.67,,0.1,0.1,,,,,0.41,,0.41,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 5197,0.33,21.9,0.33,0.1,,,,,,,,,,98.00%,,,,,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 5198,0.33,21.9,0.33,0.1,,,,,,,,,,98.00%,,,,,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 5199,0.33,21.9,0.33,0.1,,,83.00%,,,,,,,,,,,,,,,0.33,,0.33,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 5328,0.51,21.4,0.51,0.1,,,,,,,,,,,,,,,,,,0.51,,0.51,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 5329,0.51,21.4,0.51,0.1,,,,,,,,,,,,,,,,,,0.51,,0.51,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 5330,0.51,21.4,0.51,0.1,,,,,,,,,,,,,,,,,,0.51,,0.51,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 5356,0.42,21.1,0.42,0.1,,,,,,,,,,,,,,,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 5357,0.42,21.1,0.42,0.1,,,,,,,,,,,,,,,,,,0.42,,0.42,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 6379,0.44,21.93,0.44,0,,,,,,,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 6555,0.66,20.94,0.66,0,,,,,,,,,,,,,,,,,,0.66,,0.66,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 7426,0.25,22,0.25,0,,,,,,,,,,,,,,,,,,0.25,,0.25,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 7987,0.29,22.2,0.29,0.1,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 7988,0.29,22.2,0.29,0.1,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 8978,0.44,21.9,0.44,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,
Purple T22 H 8979,0.44,21.9,0.44,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,
Purple T22 Hybrid 167gs,0.44,21.09,0.44,0.11,0.1,0.32,0.89,0.1,0.3,0.1,0.18,0.32,0.1,0.78,,0.1,0.1,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,
Purple T23 FL 11107,0.16,22.72,0.16,0.02,0,0,1.49,0,0,0,0,0,0,1.87,0,0,0,0,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
Purple T23 FL 11607,0.16,22.72,0.16,0.02,0,0,1.49,0,0,0,0,0,0,1.87,0,0,0,0,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
Purple T23 FL 12379,0.35,23.1,0.35,0,,,,,,,,,,,,,,,,,,0.35,,0.35,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,
Purple T23 FL 12380,0.35,23.1,0.35,0,,,,,,,,,,,,,,,,,,0.35,,0.35,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,
Purple T23 FL 12381,0.35,23.1,0.35,0,,,,,,,,,,,,,,,,,,0.35,,0.35,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,
Purple T23 FL 13799,0.37,22.37,0.37,0.09,,,,,,,,,,,,,,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T23 FL 13800,0.37,22.37,0.37,0.09,,,,,,,,,,,,,,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T23 FL 13801,0.37,22.37,0.37,0.09,,,,,,,,,,,,,,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T23 GR 11108,0.16,22.72,0.16,0.02,0,0,1.49,0,0,0,0,0,0,1.87,0,0,0,0,,,,0.16,,0.16,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,
Purple T23 GR 13802,0.37,22.37,0.37,0.09,,,,,,,,,,,,,,,,,,0.37,,0.37,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,
Purple T23 H 2385,0.6,22.6,0.6,0.1,0.1,0.1,0.5,0.1,0.2,0.1,0.2,0.2,0.1,0.9,,0.1,0.1,,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
Purple T23 H 9425,0.45,22.63,0.45,0,,,,,,,,,,,,,,,,,,0.45,,0.45,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,
Purple T23 H 9426,0.45,22.63,0.45,0,,,,,,,,,,,,,,,,,,0.45,,0.45,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 1438,0.6,23,0.6,0.2,0.1,0.3,1.1,0.1,0.3,0.1,0.2,0.4,0.1,0.9,,0.1,0.1,,,,,0.6,,0.6,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 3474,0.59,23.66,0.59,---,0.1,0.1,1.81,,0.31,,0.42,0.46,,0.54,,,,,,,,0.59,,0.59,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 4246,0.43,23.6,0.43,---,,0.2,2.59,0.1,,,,0.78,,0.48,,,,,,,,0.43,,0.43,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 4253,0.43,23.6,0.43,---,,0.2,2.59,0.1,,,,0.78,,0.48,,,,,,,,0.43,,0.43,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 4263,0.43,23.6,0.43,---,,0.2,2.59,0.1,,,,0.78,,0.48,,,,,,,,0.43,,0.43,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 5622,0.15,24.23,0.15,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 5623,0.15,24.23,0.15,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,,,,0.15,,0.15,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,
Purple T24 H 5649,0.29,23.23,0.29,----,,,,,,,,,,,,,,,,,,0.29,,0.29,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,
